food_name,category,healthy,long_covid,me_cfs,mcas,pots,notes
"Pretzels, hard, filled, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, hard, cheese filled",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Pretzels, hard, peanut butter filled",Butter / margarine / fats,ok,ok,ok,caution,neutral,Butter ok; margarine has trans fats and additives
"Pretzels, soft, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, ready-to-eat, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, ready-to-eat, salted, buttered",Butter / margarine / fats,ok,ok,ok,caution,neutral,Butter ok; margarine has trans fats and additives
"Pretzels, soft, ready-to-eat, unsalted, buttered",Butter / margarine / fats,ok,ok,ok,caution,neutral,Butter ok; margarine has trans fats and additives
"Pretzels, soft, ready-to-eat, salted, no butter",Butter / margarine / fats,ok,ok,ok,caution,neutral,Butter ok; margarine has trans fats and additives
"Pretzels, soft, ready-to-eat, unsalted, no butter",Butter / margarine / fats,ok,ok,ok,caution,neutral,Butter ok; margarine has trans fats and additives
"Pretzels, soft, ready-to-eat, cinnamon sugar coated",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pretzels, soft, ready-to-eat, coated or flavored",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, ready-to-eat, topped with meat",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, ready-to-eat, topped with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Pretzels, soft, from frozen, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, from frozen, salted",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, from frozen, unsalted",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, from frozen, cinnamon sugar coated",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pretzels, soft, from frozen, coated or flavored",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, from frozen, topped with meat",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, from frozen, topped with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Pretzels, soft, filled with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Pretzels, soft, from school lunch",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, multigrain",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, gluten free",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Pretzels, soft, gluten free, cinnamon sugar coated",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pretzels, soft, gluten free, coated or flavored",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Multigrain chips (Sun Chips),Potatoes / fries / chips,ok,caution,caution,caution,neutral,Potato itself ok; frying adds seed oils
"Snack mix, plain (Chex Mix)",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Bagel chips,Potatoes / fries / chips,ok,caution,caution,caution,neutral,Potato itself ok; frying adds seed oils
Cracker chips,Potatoes / fries / chips,ok,caution,caution,caution,neutral,Potato itself ok; frying adds seed oils
"Pancakes, NFS",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, plain, frozen",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, fruit, frozen",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, chocolate, frozen",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, whole grain, frozen",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, plain, fast food / restaurant",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, fruit, fast food / restaurant",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, chocolate, fast food / restaurant",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, whole grain, fast food / restaurant",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, school",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, plain",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, plain, reduced fat",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, fruit",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, pumpkin",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, chocolate",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, whole grain",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, whole grain, reduced fat",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pancakes, gluten free",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Waffle, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, plain, frozen",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, plain, reduced fat",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, fruit, frozen",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, chocolate, frozen",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Waffle, whole grain, frozen",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, whole grain, reduced fat",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, whole grain, fruit, frozen",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, plain, fast food / restaurant",Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Waffle, chocolate, fast food / restaurant",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Waffle, fruit, fast food / restaurant",Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Waffle, whole grain, fast food / restaurant",Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Waffle, school",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, plain",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, fruit",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, chocolate",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Waffle, cinnamon",Spices & herbs,ok,ok,ok,ok,neutral,"Turmeric, ginger, garlic — anti-inflammatory"
"Waffle, whole grain",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Waffle, gluten free",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"French toast, NFS",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, frozen",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, fast food / restaurant",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, school",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, plain",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, whole grain",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast, gluten free",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
French toast sticks,Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast sticks, fast food / restaurant",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"French toast sticks, school",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"Crepe, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Crepe, plain",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Chinese pancake,Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Dumpling, no meat",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Cake made with glutinous rice,Rice,ok,ok,ok,ok,neutral,Low histamine; easily tolerated
Idli,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Dosa, plain",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Cake made with glutinous rice and dried beans,"Legumes (beans, lentils)",ok,ok,ok,ok,neutral,Generally ok; introduce slowly for gut tolerance
Funnel cake with sugar,Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
Funnel cake with sugar and fruit,Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Pasta, vegetable, cooked",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Noodles, cooked",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Noodles, whole grain, cooked",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Noodles, chow mein",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Long rice noodles, made from mung beans, cooked","Legumes (beans, lentils)",ok,ok,ok,ok,neutral,Generally ok; introduce slowly for gut tolerance
"Rice noodles, cooked",Rice,ok,ok,ok,ok,neutral,Low histamine; easily tolerated
"Pasta, cooked",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Pasta, whole grain, cooked",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Pasta, gluten free",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
"Cereal, cooked, NFS",Breakfast cereals,ok,caution,caution,caution,neutral,Often high sugar and additives
Barley,Other whole grains,ok,ok,ok,ok,neutral,"Quinoa, buckwheat — generally well tolerated"
Buckwheat groats,Other whole grains,ok,ok,ok,ok,neutral,"Quinoa, buckwheat — generally well tolerated"
"Grits, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Grits, regular or quick, made with water, NS as to fat",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Grits, regular or quick, made with water, no added fat",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Grits, regular or quick, made with water, fat added",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Grits, with cheese, NS as to fat",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Grits, with cheese, no added fat",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Grits, with cheese, fat added",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
